Database,Module,Pathway,pvalue,pvalue_adj,NumberOfOverlap,NumberOfGenesInPathway,Odds.Ratio,Combined.Score,Genes
37943,KEGG_2021_Human,0,Phosphatidylinositol signaling system,0.000373322641686276,0.0228458816608405,15,97,3.05621256835344,24.1228921608288,MTMR1;SACM1L;MTMR14;IPMK;INPPL1;DGKZ;PIK3C2B;INPP5B;SYNJ1;PPIP5K2;PIK3C3;PI4KB;IP6K1;CALM1;CDS2
57317,Reactome_2016,16,HIV Life Cycle Homo sapiens R-HSA-162587,0.00218835844406986,0.0228631353632823,6,141,4.8051282051282,29.42950543218,NUP188;UBB;NUP50;FURIN;RPS27A;UBA52
50163,GO_Biological_Process_2021,10,cytokine-mediated signaling pathway (GO:0019221),0.000418215852598338,0.0228937126206849,20,621,2.48583090682196,19.3385535197092,ITGB1;ANXA2;HLA-B;HLA-C;RORA;ACTN4;HLA-A;TRAF1;HLA-F;SOD1;IRF1;STAT4;PDCD4;FYN;PLCB1;IL12RB1;GBP2;GBP1;CD44;MCL1
57318,Reactome_2016,16,MyD88-independent TLR3/TLR4 cascade Homo sapiens R-HSA-166166,0.00223095123853924,0.0229334637759333,5,97,5.85649798051794,35.7558365348902,MAP2K3;UBB;TAB3;RPS27A;UBA52
57319,Reactome_2016,16,Toll Like Receptor 3 (TLR3) Cascade Homo sapiens R-HSA-168164,0.00223095123853924,0.0229334637759333,5,97,5.85649798051794,35.7558365348902,MAP2K3;UBB;TAB3;RPS27A;UBA52
57320,Reactome_2016,16,TRIF-mediated TLR3/TLR4 signaling Homo sapiens R-HSA-937061,0.00223095123853924,0.0229334637759333,5,97,5.85649798051794,35.7558365348902,MAP2K3;UBB;TAB3;RPS27A;UBA52
41108,Reactome_2016,9,NGF signalling via TRKA from the plasma membrane Homo sapiens R-HSA-187037,0.0011985209328953,0.0230793716816174,16,374,2.52756434410787,17.00208376077,NTRK2;PDE1C;PDE1A;PAQR3;PPP2R5B;PEBP1;ADCY2;NRG1;DNM1;GRIN1;GRIN2A;NRG3;ERBB4;NCAM1;SPTBN1;FGFR2
28053,Reactome_2016,4,APC/C:Cdc20 mediated degradation of Securin Homo sapiens R-HSA-174154,0.000556811844151724,0.0231028072178741,10,66,3.93662262592898,29.4982280984336,PSMA5;PSMA3;PSMD12;PSMD4;ANAPC7;PSMD13;PSMB1;PSMC2;PSMA7;PSMB9
25277,GO_Biological_Process_2021,4,antigen processing and presentation of exogenous peptide antigen via MHC class I (GO:0042590),0.000562624454763663,0.0231409884437576,11,78,3.62144140409066,27.098877347581,PSMA5;PSMA3;PSMD12;PSMD4;PSMD13;NCF4;PSMB1;PSMC2;SEC22B;PSMA7;PSMB9
25278,GO_Biological_Process_2021,4,regulation of primary metabolic process (GO:0080090),0.000567686386562947,0.0231479017969201,15,130,2.88321536905966,21.5489827928324,MED1;IDI1;PSMD12;SMARCD3;NFYA;PSMD13;PSMA7;PSMB9;PSMA5;PSMA3;PSMD4;SCD;OPA3;PSMB1;PSMC2
28054,Reactome_2016,4,Hh mutants that don't undergo autocatalytic processing are degraded by ERAD Homo sapiens R-HSA-5362768,0.000586016091631249,0.0234903060458967,9,55,4.31044783612812,32.079056729851,PSMA5;PSMA3;PSMD12;PSMD4;PSMD13;PSMB1;PSMC2;PSMA7;PSMB9
28055,Reactome_2016,4,Regulation of cholesterol biosynthesis by SREBP (SREBF) Homo sapiens R-HSA-1655829,0.000586016091631249,0.0234903060458967,9,55,4.31044783612812,32.079056729851,MED1;IDI1;SMARCD3;NFYA;SAR1B;SCD;MTF1;SEC24C;MBTPS2
25279,GO_Biological_Process_2021,4,regulation of stem cell differentiation (GO:2000736),0.000598614690138128,0.0235953957029446,12,91,3.35233289819147,24.8773018002819,PSMA5;NUDT21;PSMA3;PSMD12;PSMD4;PSMD13;METTL3;PSMB1;ESRRB;PSMC2;PSMA7;PSMB9
28056,Reactome_2016,4,Formation of tubulin folding intermediates by CCT/TriC Homo sapiens R-HSA-389960,0.000596969115378479,0.0235953957029446,6,25,6.9430076918418,51.5424255789142,CCT6A;TUBA1C;CCT2;TUBA1A;CCT8;CCT5
5073,GO_Biological_Process_2021,5,regulation of protein phosphorylation (GO:0001932),0.00241793746325307,0.0237099239692047,21,266,2.08843187660668,12.5824687222136,LYN;PRKN;CD74;CSF1R;HSP90AA1;LRRK2;PELI2;PTEN;ARRB1;PPP2R5C;STK4;PTK2;C3;CCDC88A;CCND3;FER;NSD1;PHIP;WDFY2;PDE8A;FNIP2
5078,GO_Biological_Process_2021,5,negative regulation of cellular macromolecule biosynthetic process (GO:2000113),0.0024347783860046,0.0237099239692047,36,547,1.72570423167382,10.3851146993725,RB1;HDAC4;GSK3B;CIITA;BMPR2;CTBP2;BHLHE41;IKZF1;RBPJ;PRDM11;NR3C1;PDS5A;HDAC9;NIPBL;ATXN1;IFI16;ZNF148;JARID2;ATF7IP;PHC2;PRMT2;SMURF2;ZBTB16;SFMBT2;RFX3;FOXN3;SMARCA2;FOXP2;RUNX2;NCOR2;NCOR1;KAT6A;CPEB3;L3MBTL4;PPARD;LIMS1
5079,GO_Biological_Process_2021,5,insulin receptor signaling pathway (GO:0008286),0.00244055050653233,0.0237099239692047,9,73,3.40650712025316,20.4919513899763,BCAR3;GSK3B;FER;IRS2;PHIP;GRB2;PIK3R1;SOS1;PTPN2
5080,GO_Biological_Process_2021,5,regulation of hydrolase activity (GO:0051336),0.00244055050653233,0.0237099239692047,9,73,3.40650712025316,20.4919513899763,FGD4;SIPA1L1;NF1;ARHGAP15;VAV1;PTK2;PAFAH1B1;ARHGAP12;FGD2
5081,GO_Biological_Process_2021,5,response to molecule of bacterial origin (GO:0002237),0.00244055050653233,0.0237099239692047,9,73,3.40650712025316,20.4919513899763,RPS6KA3;FER;SLC11A1;PELI1;ERBIN;IRAK3;TAB2;JAK2;SNCA
5082,GO_Biological_Process_2021,5,heart development (GO:0007507),0.00244401003416407,0.0237099239692047,15,164,2.44641145048623,14.7130001235883,MEF2A;MEF2C;BMPR2;CHD7;PTEN;HDAC9;PTK2;TGFBR1;TGFBR2;AKAP13;NIPBL;ADAP2;NF1;TAB2;KDM6A
8687,Reactome_2016,5,Signaling by TGF-beta Receptor Complex Homo sapiens R-HSA-170834,0.00244055050653233,0.0237099239692047,9,73,3.40650712025316,20.4919513899763,NCOR2;SKI;USP15;NCOR1;SMURF2;SMURF1;NEDD4L;TGFBR1;TGFBR2
5083,GO_Biological_Process_2021,5,regulation of synapse assembly (GO:0051963),0.00246814027731975,0.0239070094558931,7,47,4.23380681818182,25.4210053632982,SETD5;GRID2;MEF2C;SYNDIG1;IL1RAP;SNCA;TLR2
25280,GO_Biological_Process_2021,4,protein N-linked glycosylation (GO:0006487),0.000629268803502723,0.0240035600045797,10,67,3.86735625190143,28.5060974620607,DPM1;LMAN1;MCFD2;ALG8;OSTC;ALG5;RPN1;PGM3;STT3A;ALG1
28058,Reactome_2016,4,Regulation of APC/C activators between G1/S and early anaphase Homo sapiens R-HSA-176408,0.000628267412124887,0.0240035600045797,11,79,3.56799768518519,26.3052223045112,PSMA5;PSMA3;PSMD12;PSMD4;ANAPC7;PSMD13;PSMB1;PSMC2;BUB3;PSMA7;PSMB9
28992,KEGG_2021_Human,4,RNA degradation,0.000628267412124887,0.0240035600045797,11,79,3.56799768518519,26.3052223045112,EXOSC7;LSM7;DIS3;C1D;WDR61;CNOT8;CNOT9;EXOSC1;PFKP;EDC3;MPHOSPH6
57328,Reactome_2016,16,CLEC7A (Dectin-1) signaling Homo sapiens R-HSA-5607764,0.00243899653206868,0.024173744298251,5,99,5.73131031275433,34.4805290350811,UBB;PSMD3;TAB3;RPS27A;UBA52
36706,Reactome_2016,0,Asparagine N-linked glycosylation Homo sapiens R-HSA-446203,0.000400862465622626,0.0242930437904508,29,259,2.11632980806894,16.5537035506086,DYNC1I2;ARF1;SEC23A;TMED10;RPN2;CTSZ;USO1;GOSR1;MIA3;NAPG;PPP6C;TFG;OS9;ST3GAL5;MLEC;UGGT1;ST3GAL2;EDEM3;NSF;NUS1;COG6;PMM2;CSNK1D;ARFGAP3;DYNC1LI2;SEC23IP;NAGK;CANX;B4GALT5
57796,KEGG_2021_Human,16,Huntington disease,0.00250405536932537,0.0243092808862826,9,306,3.30370746571864,19.7886913952349,NDUFS8;UQCRB;PSMD3;ATG2A;ULK1;COX7A2;NDUFC1;COX5B;ATP5F1E
5084,GO_Biological_Process_2021,5,calcium-mediated signaling (GO:0019722),0.00252053606135142,0.0243259280944803,11,102,2.93147208121827,17.5398290540802,LAT2;CX3CR1;P2RY12;TRPM2;PPP3CA;PTPRC;LRRK2;PLCG2;ANK2;PTPRJ;SLC8A1
5085,GO_Biological_Process_2021,5,positive regulation of cell growth (GO:0030307),0.00252053606135142,0.0243259280944803,11,102,2.93147208121827,17.5398290540802,ITSN2;RPS6KA3;SHTN1;MACF1;GOLGA4;SMURF1;BCL2;ADAM10;NEDD4L;TGFBR1;SYT17
10063,GWAS_Catalog_2019,5,LDL cholesterol,0.00252303386970036,0.0243259280944803,16,181,2.35749061496188,14.1032000396762,ZFHX3;DTNB;COG5;SORT1;PRKCE;GAB2;N4BP2L2;DNM2;ATXN2;PPP6R2;DIP2B;BRWD1;JAK2;EVI5;RNF130;LIMS1
52783,GWAS_Catalog_2019,10,Celiac disease,0.000452145824077495,0.0243315761262042,8,130,4.79618301932958,36.9378313916942,ITGA4;STAT4;PRKCQ;LSP1;CD247;ETS1;RUNX3;BACH2
58287,GO_Biological_Process_2021,3,cellular response to starvation (GO:0009267),0.000959915028829218,0.0244816134421025,18,158,2.46666182240953,17.1400086185477,ATP6V0E1;MTMR3;USP33;CLEC16A;TFEB;SREBF2;RPTOR;DAP;MAPK8;STK24;SESN1;VPS41;ATP6V1H;MAPK1;SLC38A9;SIK2;XPR1;ATG5
58288,GO_Biological_Process_2021,3,insulin receptor signaling pathway (GO:0008286),0.000963684160181678,0.0244816134421025,11,73,3.39372759856631,23.5685793950571,C2CD5;ATP6V0E1;PIK3CA;APC;GAB1;ATP6V1H;ZNF106;PIK3C2A;SOGA1;RHOQ;ATP6V0A1
58289,GO_Biological_Process_2021,3,regulation of actin filament-based process (GO:0032970),0.000963684160181678,0.0244816134421025,11,73,3.39372759856631,23.5685793950571,PAK1;LRP1;ROCK2;PRKCD;ABL1;ARHGAP17;RICTOR;RAC1;CRK;ARHGAP35;RHOQ
61961,Reactome_2016,3,Signaling by TGF-beta Receptor Complex Homo sapiens R-HSA-170834,0.000963684160181678,0.0244816134421025,11,73,3.39372759856631,23.5685793950571,SMAD2;CDK8;XPO1;TGFB1;SMAD3;USP9X;UBE2D3;CBL;SKIL;RNF111;TRIM33
61962,Reactome_2016,3,Fcgamma receptor (FCGR) dependent phagocytosis Homo sapiens R-HSA-2029480,0.000964119662021574,0.0244816134421025,15,120,2.7374674007534,19.0097815678624,ACTR3;ACTR2;PRKCD;ITPR1;PIK3CB;ACTB;PAK1;ARPC2;PIK3CA;ABI1;ABL1;MAPK1;RAC1;CRK;NCK1
63242,KEGG_2021_Human,3,Protein processing in endoplasmic reticulum,0.000953134487251061,0.0244816134421025,19,171,2.39905804480652,16.6872588973964,SEC24B;UBE2D2;UBE2D3;SEL1L;CUL1;UBE4B;RRBP1;UBE2G1;DNAJC3;MAPK8;MAN1A2;MAN1C1;UGGT2;SEC24D;SIL1;SEC63;SEC31A;NFE2L2;HSPA1A
63243,KEGG_2021_Human,3,Inositol phosphate metabolism,0.000963684160181678,0.0244816134421025,11,73,3.39372759856631,23.5685793950571,PIKFYVE;MTMR3;PIK3CA;ITPK1;PI4KA;PIK3CD;PIP5K1A;PIP5K1B;PIK3CB;PIK3C2A;PLCB2
41721,KEGG_2021_Human,9,Neuroactive ligand-receptor interaction,0.00128547655633397,0.0244973200735561,15,341,2.5988860187278,17.2998116414671,GABRB2;CHRM3;GRIA2;GABRB1;GRID1;GRIK1;GRIK2;GRIN1;GRM3;GRIN2A;GRM5;CALCR;GRM7;GHRL;GRIA4
71626,Reactome_2016,15,Disease Homo sapiens R-HSA-1643685,0.000573717254443501,0.0245685977196982,17,725,2.65123607981451,19.7871660841617,NDC1;RPS9;RPL10;RPL31;RPS8;VPS4B;RPS6;RPL11;SNW1;RPL37A;RPS3;RPL13;RPL37;RPS2;RPS11;RPL28;RPS24
41109,Reactome_2016,9,Signalling by NGF Homo sapiens R-HSA-166520,0.0012981246254166,0.0246108369705271,18,450,2.36123402163225,15.6947321162097,NTRK2;PDE1C;PDE1A;PAQR3;PPP2R5B;PEBP1;ADCY2;NRG1;PCSK6;KALRN;DNM1;GRIN1;GRIN2A;NRG3;ERBB4;NCAM1;SPTBN1;FGFR2
50164,GO_Biological_Process_2021,10,phosphorylation (GO:0016310),0.000474767016462491,0.0247704535750513,15,400,2.88684878340051,22.0921483251958,MAP4K1;TXK;STK39;RUNX3;BCR;ERN1;CAMK4;STK17B;DGKQ;STK26;MAPKAPK2;GRK6;PRKD2;FYN;TNIK
52573,KEGG_2021_Human,10,Natural killer cell mediated cytotoxicity,0.000475904777347443,0.0247704535750513,8,131,4.7569469724548,36.3920370369922,HLA-B;RAC2;HLA-C;KLRD1;FYN;HLA-A;PLCG1;CD247
36707,Reactome_2016,0,Transport of Mature mRNA derived from an Intron-Containing Transcript Homo sapiens R-HSA-159236,0.000413424272084306,0.0248134067918292,12,68,3.57554823171505,27.8572257050109,NUP93;NUP205;POM121;NUP107;POM121C;TPR;THOC1;NUP153;SRSF5;NUPL2;SRSF7;NUP160
41722,KEGG_2021_Human,9,Calcium signaling pathway,0.00132702395053748,0.0249020106636573,12,240,2.96186117467582,19.6217867071316,RYR2;CHRM3;NTRK2;GRIN2A;GRM5;PDE1C;ERBB4;PDE1A;ADCY2;CACNA1C;FGFR2;GRIN1
41978,GWAS_Catalog_2019,9,Visceral fat,0.00132467455133614,0.0249020106636573,5,46,6.79115853658537,45.0022128656262,CADM2;ADCY2;NCAM2;GPC6;FBXL7
58290,GO_Biological_Process_2021,3,regulation of ubiquitin-dependent protein catabolic process (GO:2000058),0.000989529583430217,0.0249250182621459,8,42,4.49380960843552,31.0894371643733,XPO1;FBXW7;LAPTM5;PTK2B;UBE3A;COMMD1;HIPK2;TAF1
61963,Reactome_2016,3,EPHB-mediated forward signaling Homo sapiens R-HSA-3928662,0.000989529583430217,0.0249250182621459,8,42,4.49380960843552,31.0894371643733,ACTR3;ACTR2;PAK1;ARPC2;ROCK2;RAC1;EPHB2;ACTB
5086,GO_Biological_Process_2021,5,regulation of neuron projection development (GO:0010975),0.00259196122302358,0.0249521059672638,15,165,2.42997448979592,14.4713253979326,LYN;GSK3B;CAMK1D;LRRK2;LPAR1;PTEN;TANC2;SETX;GAK;CCDC88A;RAP1A;SIPA1L1;RAPGEF1;RAPGEF2;DISC1
5087,GO_Biological_Process_2021,5,RNA metabolic process (GO:0016070),0.00260081280298206,0.024998916926823,13,133,2.62990882103478,15.6530365393759,DDX17;FTO;RBM39;CELF2;SND1;SETX;ATXN2;ATXN1;HNRNPA2B1;RBMS1;HNRNPC;TENT2;RBM6
58291,GO_Biological_Process_2021,3,endoplasmic reticulum to Golgi vesicle-mediated transport (GO:0006888),0.00100063530574734,0.0251039385505894,20,185,2.32712445556482,16.0737282766654,RAB2A;DYNC1H1;COPA;SEC24B;CUL3;GBF1;MIA2;TRAPPC8;SCFD1;VAPA;GOLGB1;CAPZA1;CAPZA2;TRAPPC12;TRIP11;GAS6;SEC24D;CTSC;ERGIC1;SEC31A
45457,GWAS_Catalog_2019,12,Waist-to-hip ratio adjusted for BMI x sex interaction,7.92077463013922e-06,0.0252910333940345,5,24,22.3956442831216,263.059720377583,PLXND1;SLC2A3;IQGAP2;TTN;VEGFA
5088,GO_Biological_Process_2021,5,central nervous system development (GO:0007417),0.00264374424657371,0.0253726572638246,21,268,2.07130293600325,12.2943409728561,PRKN;CX3CR1;ZFHX3;GSN;ITGAM;ZBTB16;STAT3;CHD7;PTEN;TGFBR2;C3;RPS6KA3;NIPBL;ADGRG1;ATXN1;SCIN;B3GNT5;NF1;MBP;JARID2;BPTF
9765,KEGG_2021_Human,5,Gap junction,0.002651091266052,0.0254042644714799,10,88,3.10730882974229,18.43499187585,MAP3K2;MAP2K1;PRKCB;GNAQ;LPAR1;ITPR2;PRKCA;GRB2;SOS1;ADCY7
25281,GO_Biological_Process_2021,4,nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay (GO:0000288),0.000671546544728694,0.0254113212525338,9,56,4.21851506068498,30.8201640513513,EXOSC7;LSM7;DIS3;CNOT11;WDR61;CNOT8;CNOT9;EXOSC1;EDC3
58295,GO_Biological_Process_2021,3,endomembrane system organization (GO:0010256),0.00103487456849809,0.0254456095161945,21,199,2.26577046548957,15.5737167623591,WASHC4;RAB2A;ARFGEF1;USP8;ARFGEF2;CSNK1A1;TANGO2;GBF1;HUWE1;HTT;DNAJC13;TRAPPC8;HOOK3;GOLPH3;VAPA;DOP1B;GOLGB1;TRAPPC12;TRIP11;ARHGEF7;SEC31A
61964,Reactome_2016,3,MyD88 dependent cascade initiated on endosome Homo sapiens R-HSA-975155,0.00104265332360682,0.0254456095161945,12,85,3.1457262767151,21.5985142810604,IKBKB;MAP2K4;MAPK8;CREB1;MAP3K1;FBXW11;RPS6KA1;CUL1;MAPK1;BTRC;MAPK14;NFKB1
61965,Reactome_2016,3,Toll Like Receptor 7/8 (TLR7/8) Cascade Homo sapiens R-HSA-168181,0.00104265332360682,0.0254456095161945,12,85,3.1457262767151,21.5985142810604,IKBKB;MAP2K4;MAPK8;CREB1;MAP3K1;FBXW11;RPS6KA1;CUL1;MAPK1;BTRC;MAPK14;NFKB1
39200,GO_Biological_Process_2021,9,inorganic cation transmembrane transport (GO:0098662),0.00136382513561873,0.0254626845117039,13,274,2.80635748017464,18.5148366303289,SLC24A2;KCND2;KCNC2;KCNH8;KCNAB1;CACNA1C;NALCN;PKD1;SLC9A1;SCN8A;KCNQ5;SCN2A;TRPM3
10064,GWAS_Catalog_2019,5,Prostate cancer (SNP x SNP interaction),0.00268220757492348,0.025663198277932,9,74,3.35392405063291,19.8589703456401,SYK;CTBP2;PLCL1;TET2;PACSIN2;ANK2;THADA;JAZF1;TNRC6B
8688,Reactome_2016,5,Vesicle-mediated transport Homo sapiens R-HSA-5653656,0.00269619372567643,0.0257576921933143,33,492,1.75909145207256,10.4066341563692,USP6NL;RAB1A;PRKAG2;ARRB1;GOLGA4;CUX1;MAN2A1;PPP6R3;VTI1A;MAN1A1;CYTH1;MSR1;HSP90AA1;COG5;SORT1;GALNT2;RALGAPA2;AP1B1;MYO5A;PLA2G4A;ANK2;AP3B1;TRAPPC9;PUM1;DNM2;RAB10;GAK;TBC1D1;TBC1D4;KIF16B;EXOC4;PAFAH1B1;PICALM
70310,GO_Biological_Process_2021,15,response to ionizing radiation (GO:0010212),0.000613520759293586,0.0257678718903306,5,72,7.96409842678499,58.9048329764839,PRKAA1;MTA1;EEF1D;XRRA1;BRCC3
25282,GO_Biological_Process_2021,4,nuclear-transcribed mRNA catabolic process, exonucleolytic (GO:0000291),0.000687993237234056,0.025827047715215,7,35,5.50028801843318,40.0516207961567,EXOSC7;LSM7;DIS3;WDR61;CNOT8;EXOSC1;EDC3
41723,KEGG_2021_Human,9,Amphetamine addiction,0.00144388124962227,0.0258786377424114,6,69,5.31271197937865,34.74737022894,GRIA2;GRIN2A;JUN;CACNA1C;GRIA4;GRIN1
41981,GWAS_Catalog_2019,9,Hip circumference,0.00144388124962227,0.0258786377424114,6,69,5.31271197937865,34.74737022894,GPRC5B;CALCR;NEGR1;CADM2;HHIP;NRXN3
5089,GO_Biological_Process_2021,5,negative regulation of sequestering of calcium ion (GO:0051283),0.0027425388178432,0.0260811696076227,5,25,6.03935768261965,35.625393171366,RYR1;TRPM2;PTPRC;PLCG2;ITPR2
8689,Reactome_2016,5,RAF activation Homo sapiens R-HSA-5673000,0.0027425388178432,0.0260811696076227,5,25,6.03935768261965,35.625393171366,MAP2K1;BRAF;PPP2R5C;JAK2;MARK3
8690,Reactome_2016,5,ADP signalling through P2Y purinoceptor 1 Homo sapiens R-HSA-418592,0.0027425388178432,0.0260811696076227,5,25,6.03935768261965,35.625393171366,GNG7;GNAQ;GNB1;GNB4;PLA2G4A
58296,GO_Biological_Process_2021,3,cell cycle G1/S phase transition (GO:0044843),0.0010758099302327,0.0261530228000756,10,63,3.60718161567313,24.6539373750209,CUL4A;KHDRBS1;CUL5;MAX;CUL3;CUL1;E2F3;BCAT1;CRLF3;CACUL1
5090,GO_Biological_Process_2021,5,positive regulation of peptidyl-tyrosine phosphorylation (GO:0050731),0.00277778272466037,0.0262601555180118,13,134,2.6080373478014,15.3511745024749,LYN;CSF1R;CD74;STAT3;IL18;PTPRJ;PARP14;PTPRC;PLCG2;HCLS1;IL6ST;JAK2;IL6R
5091,GO_Biological_Process_2021,5,regulation of androgen receptor signaling pathway (GO:0060765),0.00278650126367924,0.0262601555180118,6,36,4.83505674653216,28.4444865232523,NCOR2;NCOA2;DDX5;KDM4C;NCOR1;PRMT2
5092,GO_Biological_Process_2021,5,regulation of microtubule-based process (GO:0032886),0.00278650126367924,0.0262601555180118,6,36,4.83505674653216,28.4444865232523,GSK3B;MACF1;ROCK1;TAOK1;CLASP1;CLASP2
5093,GO_Biological_Process_2021,5,regulation of mRNA processing (GO:0050684),0.00278650126367924,0.0262601555180118,6,36,4.83505674653216,28.4444865232523,SRPK2;RBM39;KHDRBS3;SON;QKI;ZFP36L1
5094,GO_Biological_Process_2021,5,regulation of ossification (GO:0030278),0.00278650126367924,0.0262601555180118,6,36,4.83505674653216,28.4444865232523,MEF2C;BMPR2;CHSY1;ZBTB16;BMP2K;RBPJ
8691,Reactome_2016,5,RHO GTPases Activate WASPs and WAVEs Homo sapiens R-HSA-5663213,0.00278650126367924,0.0262601555180118,6,36,4.83505674653216,28.4444865232523,CYFIP1;WIPF1;NCKAP1L;GRB2;WASF2;PTK2
5095,GO_Biological_Process_2021,5,positive regulation of endocytosis (GO:0045807),0.0027917882606771,0.0262704760205156,7,48,4.13032766691303,24.2907582538379,C3;RAB31;AXL;NEDD4L;NCKAP1L;APPL2;SNCA
50165,GO_Biological_Process_2021,10,antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent (GO:0002479),0.000513445037259269,0.0262933547306158,6,73,6.51973466003317,49.3828667729609,HLA-B;HLA-C;TAP1;HLA-A;HLA-F;TAPBP
28059,Reactome_2016,4,Cyclin E associated events during G1/S transition Homo sapiens R-HSA-69202,0.000709336939185291,0.0264186119869797,10,68,3.80047837353,27.5579524409658,PSMA5;PSMA3;PSMD12;PSMD4;PSMD13;PSMB1;PSMC2;SKP2;PSMA7;PSMB9
5,GO_Biological_Process_2021,2,translational termination (GO:0006415),4.9575038670895e-05,0.0265501873770793,16,96,3.5590179414542,35.2770680615021,MRPS15;MRPS26;MRPS22;MRPS23;MRPS34;MRPS18B;MRPL16;MRPL27;MRPL28;MRPL37;MRPL45;MRPS7;MRPL35;MRPL57;MRPL24;AURKAIP1
8692,Reactome_2016,5,Ca2+ pathway Homo sapiens R-HSA-4086398,0.00283458537589721,0.0266332032245095,8,61,3.65393697970088,21.433481326201,PPP3CA;GNG7;GNB1;GNB4;ITPR2;PRKCA;TNRC6A;TNRC6B
9766,KEGG_2021_Human,5,GABAergic synapse,0.00288235038673175,0.0270414519066585,10,89,3.06781537276796,17.9441098676227,PRKCB;GNG7;PLCL1;GNB1;GNB4;CACNA1A;PRKCA;CACNA1D;ADCY7;GPHN
32923,GO_Biological_Process_2021,0,cell cycle G2/M phase transition (GO:0044839),0.000456075525357394,0.0271126040883891,18,131,2.66405627087067,20.4941909748055,CEP57;OFD1;DYNC1I2;NDE1;AKAP8L;CSNK1D;CKAP5;PPP1CB;LATS1;PPME1;ENSA;ALMS1;CEP63;MNAT1;CEP290;YWHAG;TAF2;CDK5RAP2
58297,GO_Biological_Process_2021,3,membrane organization (GO:0061024),0.00113464439699618,0.0274767940461779,24,242,2.11630811414835,14.3516079979895,ACTR3;ACTR2;PDCD6IP;CLTC;STX18;HUWE1;AP2B1;ARRB2;FNBP1L;GAPVD1;PIK3C2A;CBL;ACTB;IGF2R;CORO1C;EPN2;DNM3;CD4;RABEP1;ARPC2;OPA1;NPC1;VAPA;SNX9
58298,GO_Biological_Process_2021,3,glucose homeostasis (GO:0042593),0.00115765543416345,0.0275938232500392,12,86,3.10305249637909,20.9808503619275,TCF7L2;KLF7;MLXIPL;CYB5R4;HECTD4;FOXK2;NUCKS1;FOXK1;PYGL;ADIPOR2;HK2;HK1
58300,GO_Biological_Process_2021,3,positive regulation of telomere capping (GO:1904355),0.00116147470312665,0.0275938232500392,5,17,7.94302208835341,53.6794578655696,TNKS2;TNKS;NEK7;HNRNPD;MAPK1
58301,GO_Biological_Process_2021,3,regulation of establishment of endothelial barrier (GO:1903140),0.00116147470312665,0.0275938232500392,5,17,7.94302208835341,53.6794578655696,IKBKB;ROCK2;ZDHHC21;ADD1;TNFRSF1A
61966,Reactome_2016,3,Regulation of mRNA stability by proteins that bind AU-rich elements Homo sapiens R-HSA-450531,0.00115765543416345,0.0275938232500392,12,86,3.10305249637909,20.9808503619275,NUP214;XPO1;XRN1;ANP32A;PRKCD;PSME4;HNRNPD;PABPC1;TNPO1;MAPK14;DCP2;HSPA1A
10065,GWAS_Catalog_2019,5,Parkinson's disease,0.00297428026268922,0.0278622038957748,16,184,2.31502767134951,13.4682596379006,CAMK2D;LRRK2;VPS13C;SLC2A13;FNDC3B;ANK2;SIPA1L2;SMARCA2;TMEM163;SYT17;GPRIN3;GAK;DLG2;KANSL1;CTSB;SNCA
5096,GO_Biological_Process_2021,5,positive regulation of phosphorylation (GO:0042327),0.00298390960854765,0.0279075533930617,20,253,2.09005713278276,12.1526808580637,LYN;CD74;CSF1R;HSP90AA1;PFKFB3;DSCAM;LRRK2;PELI2;ZBTB20;ARRB1;STK4;MERTK;HIF1A;PTK2;C3;CCND3;AXL;NCKAP1L;WDFY2;PDE8A
32924,GO_Biological_Process_2021,0,mRNA polyadenylation (GO:0006378),0.000481831280060009,0.0281083257021923,7,26,6.13232285661149,46.8381702153716,APP;AHCYL1;CSTF3;PAPOLG;CPSF2;SYMPK;TENT4B
32925,GO_Biological_Process_2021,0,RNA polyadenylation (GO:0043631),0.000481831280060009,0.0281083257021923,7,26,6.13232285661149,46.8381702153716,APP;AHCYL1;CSTF3;PAPOLG;CPSF2;SYMPK;TENT4B
25283,GO_Biological_Process_2021,4,negative regulation of cell cycle G2/M phase transition (GO:1902750),0.000766999306170126,0.0281233078929046,9,57,4.13041281755196,29.6275530012352,PSMA5;PSMA3;PSMD12;PSMD4;PSMD13;PSMB1;PSMC2;PSMA7;PSMB9
28060,Reactome_2016,4,Hh mutants abrogate ligand secretion Homo sapiens R-HSA-5387390,0.000766999306170126,0.0281233078929046,9,57,4.13041281755196,29.6275530012352,PSMA5;PSMA3;PSMD12;PSMD4;PSMD13;PSMB1;PSMC2;PSMA7;PSMB9
61967,Reactome_2016,3,Cellular Senescence Homo sapiens R-HSA-2559583,0.00119366657607674,0.0281397868913928,18,161,2.4145295193108,16.2515355329538,MAP2K4;ANAPC16;EHMT1;MAPK14;PHC3;ETS2;NFKB1;MAPK8;AGO3;AGO4;CDC27;SCMH1;RPS6KA1;EP400;MDM2;MAPK1;E2F3;HIST1H2AC
